Columna1;title;abstract
409;Global expansion and redistribution of Aedes-borne virus transmission risk with climate change;"Forecasting the impacts of climate change on Aedes-borne viruses—especially dengue, chikungunya, and Zika—is a key component of public health preparedness. We apply an empirically parameterized Bayesian transmission model of Aedes-borne viruses for the two vectors Aedes aegypti and Ae. albopictus as a function of temperature to predict cumulative monthly global transmission risk in current climates, and compare with projected risk in 2050 and 2080 based on general circulation models (GCMs). Our results show that if mosquito range shifts track optimal temperatures for transmission (26-29 °C), we can expect poleward shifts in Aedes-borne virus distributions. However, the differing thermal niches of the two vectors produce different patterns of shifts under climate change. More severe climate change scenarios produce proportionally worse population exposures from Ae. aegypti, but not from Ae. albopictus in the most extreme cases. Expanding risk of transmission from both mosquitoes will likely be a serious problem, even in the short term, for most of Europe; but significant reductions are also expected for Aedes albopictus, most noticeably in southeast Asia and west Africa. Within the next century, nearly a billion people are threatened with new exposure to both Aedes spp. in the worst-case scenario; but massive net losses in risk are noticeable for Ae. albopictus, especially in terms of year-round transmission, marking a global shift towards more seasonal risk across regions. Many other complicating factors (like mosquito range limits and viral evolution) exist, but overall our results indicate that while climate change will lead to both increased and new exposures to vector-borne disease, the most extreme increases in Ae. albopictus transmission are predicted to occur at intermediate climate change scenarios. Author Summary: The established scientific consensus indicates that climate change will severely exacerbate the risk and burden of Aedes-transmitted viruses, including dengue, chikungunya, Zika, West Nile virus, and other significant threats to global health security. Here, we show that the story is more complicated, first and foremost due to differences between the more heat-tolerant Aedes aegypti and the more heat-limited Ae. albopictus. Almost a billion people could face their first exposure to viral transmission from either mosquito in the worst-case scenario, especially in Europe and high-elevation tropical and subtropical regions. On the other hand, while year-round transmission potential from Ae. aegypti is likely to expand (especially in south Asia and sub-Saharan Africa), Ae. albopictus loses significant ground in the tropics, marking a global shift towards seasonal risk as the tropics eventually become too hot for transmission by Ae. albopictus. Complete mitigation of climate change to a pre-industrial baseline could protect almost a billion people from arbovirus range expansions; but middle-of-the-road mitigation may actually produce the greatest expansion in the potential for viral transmission by Ae. albopictus. In any scenario, mitigating climate change also shifts the burden of both dengue and chikungunya (and potentially other Aedes transmitted viruses) from higher-income regions back onto the tropics, where transmission might otherwise start to be curbed by rising temperatures."
410;Climate Change and Air Quality: The Potential Impact on Health;The objectives of the study were to: consider the potential health impacts in Australia and the region arising from changes in air quality occurring as a result of climate change, identify vulnerable groups and potential adaptation measures and discuss the implications for policy. The authors provide an overview of international and national information on the potential health impacts of air pollutants that would most likely be affected by climate change and a discussion of the policy implications. Climate change is likely to have an impact on levels of ozone and possibly particulates, both of which are associated with increased mortality and a range of respiratory and cardiovascular health effects. One of the implications is therefore a possible increase in adverse health effects due to air pollutants. Regional health impact assessments of climate change should address the issue of air quality, consider current coping capacity, and determine the need for adaptation, particularly for vulnerable groups. Implications for policy include the need for improved modeling and forecasting of air pollutant levels, increased efforts to reduce emissions of air pollutants, continued monitoring of air pollutant levels, and monitoring of the incidence of health effects associated with air pollutants in all countries in the region.
411;Environmental effects of ozone depletion, UV radiation and interactions with climate change: UNEP Environmental Effects Assessment Panel, update 2017;"The Environmental Effects Assessment Panel (EEAP) is one of three Panels of experts that inform the Parties to the Montreal Protocol. The EEAP focuses on the effects of UV radiation on human health, terrestrial and aquatic ecosystems, air quality, and materials, as well as on the interactive effects of UV radiation and global climate change. When considering the effects of climate change, it has become clear that processes resulting in changes in stratospheric ozone are more complex than previously held. Because of the Montreal Protocol, there are now indications of the beginnings of a recovery of stratospheric ozone, although the time required to reach levels like those before the 1960s is still uncertain, particularly as the effects of stratospheric ozone on climate change and vice versa , are not yet fully understood. Some regions will likely receive enhanced levels of UV radiation, while other areas will likely experience a reduction in UV radiation as ozone- and climate-driven changes affect the amounts of UV radiation reaching the Earth’s surface. Like the other Panels, the EEAP produces detailed Quadrennial Reports every four years; the most recent was published as a series of seven papers in 2015 (Photochem. Photobiol. Sci. , 2015, 14 ,1-184). In the years in between, the EEAP produces less detailed and shorter Update Reports of recent and relevant scientific findings. The most recent of these was for 2016 (Photochem. Photobiol. Sci. , 2017, 16 , 107-145). The present 2017 Update Report assesses some of the highlights and new insights about the interactive nature of the direct and indirect effects of UV radiation, atmospheric processes, and climate change. A full 2018 Quadrennial Assessment, will be made available in 2018/2019."
412;The gender perspective in climate change and global health;Background: Population health is a primary goal of sustainable development. United Nations international conferences like the Beijing Platform for Action have highlighted the key role of women in ensuring sustainable development. In the context of climate change, women are affected the most while they display knowledge and skills to orient themselves toward climate adaptation activities within their societies. Objective: To investigate how the gender perspective is addressed as an issue in research and policy-making concerning climate change and global health. Methods: A broad literature search was undertaken using the databases Pubmed and Web of Science to explore the terms ‘climate change,’ ‘health,’ ‘gender,’ and ‘policy.’ Climate change and health-related policy documents of the World Health Organization (WHO) and National Communications and National Adaptation Programs of Action reports submitted to the United Nations Framework Convention on Climate Change of selected countries were studied. Assessment guidelines to review these reports were developed from this study's viewpoint. Results: The database search results showed almost no articles when the four terms were searched together. The WHO documents lacked a gender perspective in their approach and future recommendations on climate policies. The reviewed UN reports were also neutral to gender perspective except one of the studied documents. Conclusion: Despite recognizing the differential effects of climate change on health of women and men as a consequence of complex social contexts and adaptive capacities, the study finds gender to be an underrepresented or non-existing variable both in research and studied policy documents in the field of climate change and health.
413;Assessment of awareness regarding climate change and its health hazards among the medical students;Background: Climate change has emerged as one of the most devastating environmental threat and there is overwhelming evidence of wide range of implications for human health. To mitigate this, well-prepared medical man power is required. Objectives: The objectives of this study were (1) to assess the awareness regarding climate change and its health hazards among the medical students and (2) to recommend the awareness campaigns regarding climate change and its health hazards for students based on the results. Settings and Design: This observational study was conducted at the Medical College in Pune city. Materials and Methods: Medical students from all years of M.B.B.S. (Bachelor of Medicine and Bachelor of Surgery) who had given the written consent were included in this study. A self-administered, pre-tested, questionnaire was used. Responses were evaluated. Statistical Analysis Used: Proportions, percentage, and Chi-square test. Results: A total of 250 medical students were included in this study. In all, 246 (98.40%) students commented that global climate is changing, while 245 (98%) students opined that human activities are contributing to climate change. The commonest source of information about climate change was newspaper and magazines (78.20%). Majority commented that deforestation and industrial and vehicular pollution contribute most to climate change. According to 47.50% of the students, health-related issues are priority for climate change prevention strategy. According to 65.10% students, direct physical hazards of extreme climatic events are most important health-related impact of climate change, followed by natural disaster-related health hazards (43.50%), waterborne diseases (27.60%), vector-borne diseases (17.60%), and malnutrition (10%). There was statistically significant difference found between year of MBBS of the students and the awareness regarding United Nations Federation on Climate Change, Kyoto protocol (χ2 = 7.85, P = 0.02), and Intergovernmental Panel on Climate Change (χ2 = 12.77, P = 0.002). A significant difference was found between the awareness about health impact of climate change at different places (χ2 = 11.25, P = 0.001). Conclusion: Students had awareness regarding health hazards of the climate change, but improvement for mitigation is required. It is suggested that a large nation-wide awareness survey regarding climate change and its health hazards is necessary to determine the preparedness of medical students and also to suggest any changes in the current curriculum.
414;Climate change in context: putting people first in the Arctic;Climate change is a major challenge to Arctic and other Indigenous peoples, but not the only and often not the most pressing one. We propose re-framing the treatment of climate change in policy and research, to make sure health, poverty, education, cultural vitality, equity, justice, and other topics highlighted by the people themselves and not just climate science also get the attention they deserve in research on global and regional environmental change. Climate change can often exacerbate other problems, but a singular focus on climate change—as is often the case in much existing environmental literature on the Arctic and elsewhere—can distract from actions that can be taken now to improve the lives of Arctic peoples. The same logic also applies elsewhere in the world, where diverse residents face a host of challenges, opportunities, and obstacles, with climate change but one among many issues. Our proposed approach to regional and global environmental change research draws on the ideas of decolonization, emphasizing collaborative approaches and Indigenous voices in research and policy instead of top-down measures designed outside the affected communities. Only in this way of contextualizing human-environmental experiences can the full effects of climate change be understood—and appropriate responses developed and carried out to adapt to global change.
415;Climate Change Adaptation at the Intersection of Food and Health;Nutritious, safe, affordable, and enjoyable food is a fundamental prerequisite for health. As a nation, Australia is currently classified as food secure with the domestic production exceeding domestic consumption of most major food groups. The domestic system is almost self-sufficient in terms of nutritious plant foods, although these foods have seen steady higher price increases relative to other foods, with nutrition equity implications. However, the viability of Australia’s food security sits counter to the continued presence of a stable and supportive climate. This article reviews the current state of science concerning the interface between climate change, food systems, and human health to reveal the key issues that must be addressed if Australia is to advance human health and sustainable food systems under a changing climate.
416;Climate Change and Farmers’ Mental Health: Risks and Responses;Climate change is exacerbating climate variability, evident in more frequent and severe weather-related disasters, such as droughts, fires, and floods. Most of what is known about the possible effects of climate change on rural mental health relates to prolonged drought. But though drought is known to be a disproportionate and general stressor, evidence is mixed and inconclusive. Over time, like drought other weather-related disasters may erode the social and economic bases on which farming communities depend. Rural vulnerability to mental health problems is greatly increased by socioeconomic disadvantage. Related factors may compound this, such as reduced access to health services as communities decline and a “stoical” culture that inhibits help-seeking. Australia has the world’s most variable climate and is a major global agricultural producer. Yet despite Australia’s (and, especially, rural communities’) dependence on farmers’ well-being and success, there is very little—and inconclusive—quantitative evidence about farmers’ mental health. The aim of this review is to consider, with a view to informing other countries, how climate change and related factors may affect farmers’ mental health in Australia. That information is a prerequisite to identifying, selecting, and evaluating adaptive strategies, to lessen the risks of adverse mental health outcomes. The authors identify the need for a systematic epidemiology of the mental health of farmers facing increasing climate change— related weather adversity.
417;It's Time for Medical Schools to Introduce Climate Change Into Their Curricula.;Climate change presents unprecedented health risks and demands universal attention to address them. Multiple intergovernmental organizations, health associations, and health professions schools have recognized the specific importance of preparing physicians to address the health impacts of climate change. However, medical school curricula have not kept pace with this urgent need for targeted training.The authors describe the rationale for inclusion of climate change in medical education and some potential pathways for incorporating this broad topic into physician training and continuing medical education. Reasons include the magnitude and reach of this transboundary issue, the shared responsibility of the U.S. health care sector as a major contributor to greenhouse gas emissions, and the disproportionate effects of climate change on vulnerable populations. The integration of climate-change-related topics with training of essential physician skills in a rapidly changing environment is feasible because many health topic areas already exist in medical school curricula in which climate change education can be incorporated. To fully integrate the health topics, underlying concepts, and the needed clinical and system-wide translations, content could be included across the scope of training and into continuing medical education and faculty development. The authors provide examples of such an approach to curricular inclusion.
418;Farmer Health and Adaptive Capacity in the Face of Climate Change and Variability. Part 2: Contexts, Personal Attributes and Behaviors;This study extends the emerging body of research on farmer adaptation to climate change, by segmenting farmers on the basis of specific attributes (health, values, belief about climate change, sense of responsibility for climate change, desire to change, social, human and financial capitals and farmer demographics) and considering such attributes as critical social aspects of the contextualized capacity to adapt. The segmental analysis was based on a nationally representative sample of 3,993 farmers concerned with farmer adaptation of climate risks. The resulting data were subjected to two-step cluster analysis to identify homogenous groups of farmers based on factors related to climate change adaptation. A three-cluster solution was identified wherein farmers were distinguishable on the basis of belief in climate change, desire for financial assistance and advice, social connectedness, information seeking, and adverse farm conditions. The largest group (Cluster 1: 55%) was characterized by farmers who recognized being affected by drought and drying and who were actively engaged in adaptive practices, despite the fact that they had little income and poor farm resources. One third of these farmers reported that their health was a barrier to sustained activity in farming. Cluster 2 (26%) was characterized by farmers not readily affected by drying, who enjoyed good incomes, good health and better farming conditions. They expressed little desire to adapt. The smallest cluster (Cluster 3: 19%) was also characterized by farmers who recognized that they were affected by drying. However, despite a desire to adapt, they had very little means to do so. They reported the poorest natural resources and the poorest health, despite being younger. The findings suggest that it is the intent to adapt, starting from where people are at, which is a more important indicator of the capacity to work towards sustainable practices than assets tests alone.
419;Climate change and children's health;Purpose of review To present the latest data that demonstrate how climate change affects children's health and to identify the principal ways in which climate change puts children's health at risk. Recent findings Data continue to emerge that further implicate climate change as contributing to health burdens in children. Climate models have become even more sophisticated and consistently forecast that greenhouse gas emissions will lead to higher mean temperatures that promote more intense storms and droughts, both of which have profound implications for child health. Recent climate models shed light upon the spread of vector-borne disease, including Lyme disease in North America and malaria in Africa. Modeling studies have found that conditions conducive to forest fires, which generate harmful air pollutants and damage agriculture, are likely to become more prevalent in this century due to the effects of greenhouse gases added to earth's atmosphere. Summary Through many pathways, and in particular via placing additional stress upon the availability of food, clean air, and clean water and by potentially expanding the burden of disease from certain vector-borne diseases, climate change represents a major threat to child health. Pediatricians have already seen and will increasingly see the adverse health effects of climate change in their practices. Because of this, and many other reasons, pediatricians have a unique capacity to help resolve the climate change problem.
420;The influence of climate change on waterborne disease and Legionella: a review;"Climate change is predicted to have a major impact on people’s lives with the recent extreme weather events and varying abnormal temperature profiles across the world raising concerns. The impacts of global warming are already being observed, from rising sea levels and melting snow and ice to changing weather patterns. Scientists state unequivocally that these trends cannot be explained by natural variability in climate alone. Human activities, especially the burning of fossil fuels, have warmed the earth by dramatically increasing concentrations of heat-trapping gases in the atmosphere; as these concentrations increase, the more the earth will warm. Climate change and related extreme weather events are being exacerbated sooner than has previously been considered and are already adversely affecting ecosystems and human health by increasing the burden and type of disease at a local level. Changes to the marine environment and freshwater supplies already affect significant parts of the world’s population and warmer temperatures, especially in more temperate regions, may see an increased spread and transmission of diseases usually associated with warmer climes including, for example, cholera and malaria; these impacts are likely to become more severe in a greater number of countries. This review discusses the impacts of climate change including changes in infectious disease transmission, patterns of waterborne diseases and the likely consequences of climate change due to warmer water, drought, higher rainfall, rising sea levels and flooding."
421;Assessment of the Health Impacts of Climate Change in Kiribati;Kiribati—a low-lying, resource-poor Pacific atoll nation—is one of the most vulnerable countries in the World to the impacts of climate change, including the likely detrimental effects on human health. We describe the preparation of a climate change and health adaptation plan for Kiribati carried out by the World Health Organization and the Kiribati Ministry of Health and Medical Services, including an assessment of risks to health, sources of vulnerability and suggestions for highest priority adaptation responses. This paper identifies advantages and disadvantages in the process that was followed, lays out a future direction of climate change and health adaptation work in Kiribati, and proposes lessons that may be applicable to other small, developing island nations as they prepare for and adapt to the impacts of climate change on health.
422;Temperature-related mortality impacts under and beyond Paris Agreement climate change scenarios;The Paris Agreement binds all nations to undertake ambitious efforts to combat climate change, with the commitment to “hold warming well below 2 °C in global mean temperature (GMT), relative to pre-industrial levels, and to pursue efforts to limit warming to 1.5 °C”. The 1.5 °C limit constitutes an ambitious goal for which greater evidence on its benefits for health would help guide policy and potentially increase the motivation for action. Here we contribute to this gap with an assessment on the potential health benefits, in terms of reductions in temperature-related mortality, derived from the compliance to the agreed temperature targets, compared to more extreme warming scenarios. We performed a multi-region analysis in 451 locations in 23 countries with different climate zones, and evaluated changes in heat and cold-related mortality under scenarios consistent with the Paris Agreement targets (1.5 and 2 °C) and more extreme GMT increases (3 and 4 °C), and under the assumption of no changes in demographic distribution and vulnerability. Our results suggest that limiting warming below 2 °C could prevent large increases in temperature-related mortality in most regions worldwide. The comparison between 1.5 and 2 °C is more complex and characterized by higher uncertainty, with geographical differences that indicate potential benefits limited to areas located in warmer climates, where direct climate change impacts will be more discernible.
423;A review of urban landscape adaptation to the challenge of climate change;Purpose Urban landscapes play a significant role in supporting municipal, ecological and social systems. Besides, valuable environmental services and urban green spaces provide social and psychological services, very important for the liveability of modern cities and the well-being of urban residents. It is clear that the area of green space in a city, the method of designing urban landscape and access to urban green space potentially affect the health, happiness, comfort, safety and security of urban dwellers. Urban landscape plays a significant role in providing habitats for wildlife, and an important vegetation type in doing this is species-rich herbaceous vegetation that provides pollen and nectar plus physical habitat for native fauna. Any factor that makes an impression on the urban landscape (such as climate change) will affect people’s lives directly or indirectly. There is a universal consensus that the temperature has increased in most of the world over the past century the investigation of climate change impacts on the urban landscape is the purpose of this study.   Findings Understanding the process of climate change adaptation is necessary to design plant communities for use in public landscapes. Increased CO2 and air temperature in conjunction with the changing rainfall conditions, as the three important factors of climate change, potentially alter almost all world ecosystems. Climate change provides new opportunities, and in some cases, an obligate need to use non-native plant species in conjunction with native plant species, not only to reduce the side effects of climate change but also to increase the species diversity and aesthetic value in meadow-like naturalistic planting design.   Originality/value The authors confirm that this work is original and has not been published elsewhere. In this paper, the authors report on the effects of climate change on urban landscape and suggest different kind of solutions to reduce the effects. The paper should be of interest to readers in the areas of landscape architecture, landscape ecologist, landscape planner, landscape managers and environmental designer.
424;Climate change, air pollution and noncommunicable diseases;"The World Health Organization (WHO) has identified climate change as one of the greatest health threats of the 21st century, and air pollution as the single largest environmental health risk.1 At the same time, noncommunicable diseases constitute the largest and fastest growing global health burden, with treatment costs placing a massive strain on government and individual resources. The scaling up of international commitment on noncommunicable diseases over the past decade had initially focused on four risk factors: tobacco use, the harmful use of alcohol, unhealthy diet and physical inactivity. Exposure to each of these risks has a strong element of personal choice, with the responsibility often placed on individual rather than on broader societal responses. However, these risks are also strongly affected by social determinants, including commodity prices, production methods, marketing and social norms, and in the case of activity levels, the physical environment. A range of other risk factors for noncommunicable diseases are even more strongly linked to environmental exposures – and to climate change. Therefore, together, climate change, air pollution and noncommunicable diseases represent one of the most serious threats to global health. Many of the same development patterns that lead to high reliance on fossil fuels, as well as policies and technological choices that are driving climate change (such as polluting transport and energy choices) are also worsening air pollution and other environmental exposures. These exposures have a direct and strong influence on the prevalence of noncommunicable diseases. The most obvious is air pollution. Indoor and outdoor air pollution is responsible for an estimated 7 million deaths a year2 and comes second to tobacco as a risk factor for noncommunicable diseases. Air pollution has therefore been identified as the fifth major risk factor in the latest political declaration of the United Nations General Assembly on the prevention and control of noncommunicable diseases. The effects of air pollution on health show that noncommunicable diseases are not exclusively due to lifestyle or personal choices, as is commonly perceived. Recommendations to stay indoors, avoid walking along particularly polluted streets or to wear facemasks during episodes of high exposure to air pollution illustrate the inadequacy of individual responses to a broad and serious problem. The ultimate causes of air pollution, and therefore of a large proportion of the noncommunicable disease burden, are the energy sources that currently drive our transport, electricity generation, industry and food production systems. The connection between the sources of local air pollution and the emissions that drive climate change is very clear. Estimations show that approximately 25% of urban ambient air pollution from fine particulate matter (PM2.5) is contributed by traffic, 15% by industrial activities including electricity generation, 20% by domestic fuel burning (with a remaining 22% from unspecified sources of human origin and 18% from natural sources).3 Exposure to indoor air pollution is mostly due to the use of solid fuels for cooking in low-income households.4 Such exposure causes almost 4 million deaths a year, of which almost 3 million are due to noncommunicable diseases such as lung cancer, chronic obstructive pulmonary disease, ischaemic heart disease and stroke. For comparison, the International Panel on Climate Change estimates that global greenhouse gas emissions are caused by transport (14%), energy; including generation of electricity and heat (35%), industry (21%), buildings (6%) and agriculture and land use change (24%).5 The sources of climate change and air pollution, and therefore a large part of the noncommunicable disease burden, are broadly the same: polluting energy systems. Some of the same pollutants contribute both to climate change and local ambient and household air pollution. Black carbon, produced by inefficient combustion in sources such as cookstoves and diesel engines, is the second greatest contributor to global warming after carbon dioxide.5 Black carbon is also a significant contributor (between 5% and 15%) of urban exposure to PM2.5. The second largest contributor to global warming is methane, which reacts with other pollutants to form ozone and is responsible for 230 000 chronic respiratory disease deaths globally each year.6 Both of these pollutants are short-lived in the atmosphere, meaning that targeting them for removal would have immediate beneficial effects on both climate change and noncommunicable diseases, such as stroke and deaths from cardiovascular disease. A set of 16 practical interventions, from replacing polluting cookstoves with cleaner household energy solutions, to replacing the most polluting diesel fuels and engines with less polluting ones, would prevent approximately 0.5°C of global warming, and save some 2.5 million lives a year by 2050.7 Other opportunities are available: improving energy efficiency and insulation in houses in temperate climates, therefore reducing mortality from respiratory and cardiovascular deaths in winter; transitioning from polluting solid fuels to clean and sustainable energy in low-income households, therefore reducing deaths from indoor air pollution; adopting reliable renewable energy in health-care facilities not connected to electricity grids, therefore allowing refrigeration of medical supplies and lighting for essential services.8 In the transport sector, an accelerated transition from diesel and petrol engines to electric powered vehicles would contribute to reducing emissions of local air pollutants and greenhouse gas. Much greater health gains, however, would result from replacing short urban car journeys with walking and cycling, Climate change, air pollution and noncommunicable diseases Diarmid Campbell-Lendrum & Annette Prüss-Ustün"
425;Climate change effects on human health: projections of temperature-related mortality for the UK during the 2020s, 2050s and 2080s;Background The most direct way in which climate change is expected to affect public health relates to changes in mortality rates associated with exposure to ambient temperature. Many countries worldwide experience annual heat-related and cold-related deaths associated with current weather patterns. Future changes in climate may alter such risks. Estimates of the likely future health impacts of such changes are needed to inform public health policy on climate change in the UK and elsewhere. Methods Time-series regression analysis was used to characterise current temperature-mortality relationships by region and age group. These were then applied to the local climate and population projections to estimate temperature-related deaths for the UK by the 2020s, 2050s and 2080s. Greater variability in future temperatures as well as changes in mean levels was modelled. Results A significantly raised risk of heat-related and cold-related mortality was observed in all regions. The elderly were most at risk. In the absence of any adaptation of the population, heat-related deaths would be expected to rise by around 257% by the 2050s from a current annual baseline of around 2000 deaths, and cold-related mortality would decline by 2% from a baseline of around 41 000 deaths. The cold burden remained higher than the heat burden in all periods. The increased number of future temperature-related deaths was partly driven by projected population growth and ageing. Conclusions Health protection from hot weather will become increasingly necessary, and measures to reduce cold impacts will also remain important in the UK. The demographic changes expected this century mean that the health protection of the elderly will be vital.
426;Risk perception and decision-making: do farmers consider risks from climate change?;Small-scale farmers are highly threatened by climate change. Experts often base their interventions to support farmers to adapt to climate change on their own perception of farmers’ livelihood risks. However, if differences in risk perception between farmers and experts exist, these interventions might fail. Thus, for effective design and implementation of adaptation strategies for farmers, it is necessary to understand farmers’ perception and how it influences their decision-making. We analyze farmers’ and experts’ systemic view on climate change threats in relation to other agricultural livelihood risks and assess the differences between their perceptions. For Cauca, Colombia, we found that experts and farmers perceived climate-related and other livelihood risks differently. While farmers’ perceived risks were a failure in crop production and lack of access to health and educational services, experts, in contrast, perceived insecurity and the unreliable weather to be the highest risks for farmers. On barriers that prevent farmers from taking action against risks, experts perceived both external factors such as the national policy and internal factors such as the adaptive capacity of farmers to be the main barriers. Farmers ranked the lack of information, especially about weather and climate, as their main barrier to adapt. Effective policies aiming at climate change adaptation need to relate climate change risks to other production risks as farmers often perceive climate change in the context of other risks. Policymakers in climate change need to consider differences in risk perception.
427;Climate change: The next challenge for public mental health?;Abstract Climate change is increasingly recognized as one of the greatest threats to human health of the 21st century, with consequences that mental health professionals are also likely to face. While physical health impacts have been increasingly emphasized in literature and practice, recent scholarly literature indicates that climate change and related weather events and environmental changes can profoundly impact psychological well-being and mental health through both direct and indirect pathways, particularly among those with pre-existing vulnerabilities or those living in ecologically sensitive areas. Although knowledge is still limited about the connections between climate change and mental health, evidence is indicating that impacts may be felt at both the individual and community levels, with mental health outcomes ranging from psychological distress, depression and anxiety, to increased addictions and suicide rates. Drawing on examples from diverse geographical areas, this article highlights some climate-sensitive impacts that may be encountered by mental health professionals. We then suggest potential avenues for public mental health in light of current and projected changes, in order to stimulate thought, debate, and action.
428;Natural and unnatural synergies: climate change policy and health equity.;Climate change and health inequities represent two of the greatest challenges to human development in the 21st century. As the Copenhagen summit on climate change planned for December 2009 approaches, there are opportuni-ties to use the political momentum of climate change to promote health equity. The broad-ranging policies re-quired to address climate change have both positive and negative implications for health and health equity.
429;Adapting to the effects of climate change on Inuit health.;Climate change will have far-reaching implications for Inuit health. Focusing on adaptation offers a proactive approach for managing climate-related health risks-one that views Inuit populations as active agents in planning and responding at household, community, and regional levels. Adaptation can direct attention to the root causes of climate vulnerability and emphasize the importance of traditional knowledge regarding environmental change and adaptive strategies. An evidence base on adaptation options and processes for Inuit regions is currently lacking, however, thus constraining climate policy development. In this article, we tackled this deficit, drawing upon our understanding of the determinants of health vulnerability to climate change in Canada to propose key considerations for adaptation decision-making in an Inuit context.
430;Climate change: allergens and allergic diseases;Climate change has been described as the biggest global health threat of the 21st century. The atmospheric concentrations of greenhouse gases, such as carbon dioxide, methane and nitrous oxide, have increased significantly since the start of the Industrial Era around 1750, with much of this increase occurring over just the last 50 years or so. This is resulting in warming of the climate system as well as changes in precipitation and weather and climate extremes. These changes in climate are having wide‐ranging impacts on the Earth’s physical, biological and human systems, including human health. It is these impacts of climate change on human health that are the focus of this paper, particularly the impacts on allergens and allergic diseases. Such impacts are particularly significant in many countries where the prevalence of such diseases is high and/or increasing. There is now compelling evidence that rising air temperatures and carbon dioxide concentrations are, in some plant species, resulting in increased pollen production and allergenicity and advancement and lengthening of the pollen season. Changes in extreme events, such as thunderstorms and tropical cyclones, will also have impacts on allergic diseases, with, for example, the flooding associated with tropical cyclones leading to proliferation of mould growth in damp homes. The article also considers a range of responses to these health threats, including greenhouse gas mitigation, and adaptation strategies, such as enhanced environmental monitoring and health surveillance and adequate planning for the future medical workforce.
431;Stern review on the economics of climate change: implications for Bangladesh;Purpose The purpose of this study is to investigate the impact of climate change on economic development in Bangladesh. More specifically, the research aims to figure out the influence of climate change on gross domestic product (GDP) growth rate related to different sectors such as agriculture, forest, water, health and infrastructure. It also attempts to explore the effect of climate change on the coastal economy of Bangladesh.   Design/methodology/approach A set of statistical and econometric techniques, including descriptive and correlation analysis and time series regression model, was applied to address the objective of the research. Sector-wise time series economic data were collected from the World Bank for the period between 1971 and 2013. Climate data were received from the Bangladesh Agricultural Research Council online database for the period between 1948 and 2013.   Findings The results from the statistical analysis show that climate variables such as temperature and rainfall have changed between 1948 and 2013 in the context of Bangladesh. The econometric regression analysis demonstrates that an increase by 1°C of annual mean temperature leads to a decrease in the GDP growth rate by 0.44 per cent on average, which is statistically significant at the 5 per cent level. On the other hand, the estimated coefficients of agriculture, industry, services, urbanization and export are positively associated with GDP growth rate, and these are statistically significant at the 1 per cent level. Sector-wise correlation analysis provides statistical evidence that climate change is negatively associated with various sectors, such as agriculture, forest, human health and arable land. In contrast, it has a positive relation to water access and electricity consumption. Analysis of coastal regions shows that climate change negatively affects the local economic sectors of the coastal zone of the country.   Originality/value Although this study has received significant insight from the world-renowned research publication “The Economics of Climate Change: The Stern Review”, there is a dearth of research on the economic impact of climate change in the context of Bangladesh. The findings of the paper provide deep insight into and comprehensive views of policy makers on the impact of climate change on economic growth and various sectors in Bangladesh.
